NAME,HOURS OF OPERATION,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,LOCATION,TOTAL HOURS WEEK,DAY,HOURS OPEN
Harold Washtington Library Center,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",400 S. State St.,Chicago,IL,60605,(312) 747-4300,https://www.chipublib.org/locations/34/,"(41.87686252958797, -87.62779697013237)",38,THURS,11
Brighton Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4314 S. Archer Ave.,Chicago,IL,60632,(312) 747-0666,https://www.chipublib.org/locations/14/,"(41.81516027827089, -87.70273371160454)",48,THURS,8
West Chicago Avenue,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4856 W. Chicago Ave.,Chicago,IL,60634,(312) 743-0260,https://www.chipublib.org/locations/75/,"(41.8950961032908, -87.74806072822989)",48,THURS,8
Little Village,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2311 S. Kedzie Ave.,Chicago,IL,60623,(312) 745-1862,https://www.chipublib.org/locations/45/,"(41.84959155873184, -87.70504118331108)",48,THURS,8
Lincoln Belmont,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1659 W. Melrose St.,Chicago,IL,60657,(312) 744-0166,https://www.chipublib.org/locations/43/,"(41.94046531149621, -87.67102536129381)",48,THURS,8
Gage Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2807 W. 55th St.,Chicago,IL,60632,(312) 747-0032,https://www.chipublib.org/locations/29/,"(41.79357525220078, -87.69413004003073)",48,THURS,8
Oriole Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",7454 W. Balmoral Ave.,Chicago,IL,60656,(312) 744-1965,https://www.chipublib.org/locations/57/,"(41.978098111742476, -87.81420029973704)",48,THURS,8
Dunning,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",7455 W. Cornelia Ave.,Chicago,IL,60634,(312) 743-0480,https://www.chipublib.org/locations/26/,"(41.94319949471892, -87.81395164414246)",48,THURS,8
Bezazian,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1226 W. Ainslie St.,Chicago,IL,60640,(312) 744-0019,https://www.chipublib.org/locations/11/,"(41.97155143669217, -87.66095347964183)",48,THURS,8
West Loop,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",122 N. Aberdeen St.,Chicago,IL,60607,(312) 744-2995,https://www.chipublib.org/locations/88/,"(41.8837105009142, -87.6545650515331)",48,THURS,8
Pullman,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",11001 S. Indiana Ave.,Chicago,IL,60628,(312) 747-2033,https://www.chipublib.org/locations/59/,"(41.69436481773882, -87.6181414059763)",48,THURS,8
Jeffery Manor,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2401 E. 100th St.,Chicago,IL,60617,(312) 747-6479,https://www.chipublib.org/locations/39/,"(41.71340053892868, -87.56573413765888)",48,THURS,8
Hall,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4801 S. Michigan Ave.,Chicago,IL,60615,(312) 747-2541,https://www.chipublib.org/locations/33/,"(41.807377846345496, -87.62263720177272)",48,THURS,8
Near North,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",310 W. Division St.,Chicago,IL,60610,(312) 744-0991,https://www.chipublib.org/locations/53/,"(41.90393142178499, -87.63660775555267)",48,THURS,8
Coleman,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",731 E. 63rd St.,Chicago,IL,60637,(312) 747-7760,https://www.chipublib.org/locations/22/,"(41.78028267185317, -87.60712228979007)",48,THURS,8
Austin-Irving,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",6100 W. Irving Park Rd.,Chicago,IL,60634,(312) 744-6222,https://www.chipublib.org/locations/7/,"(41.95312267684315, -87.77928489355646)",48,THURS,8
Woodson Regional Library,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",9525 S. Halsted St.,Chicago,IL,60628,(312) 747-6900,https://www.chipublib.org/locations/81/,"(41.720694885749005, -87.64304817213312)",38,THURS,11
Mayfair,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",4400 W. Lawrence Ave.,Chicago,IL,60630,(312) 744-1254,https://www.chipublib.org/locations/49/,"(41.968242773953044, -87.737968778247)",48,THURS,8
Chicago Bee,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",3647 S. State St.,Chicago,IL,60609,(312) 747-6872,https://www.chipublib.org/locations/18/,"(41.82824306445502, -87.6263495444489)",48,THURS,8
Uptown,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",929 W. Buena Ave.,Chicago,IL,60613,(312) 744-8400,https://www.chipublib.org/locations/70/,"(41.95832305807637, -87.65424744448335)",48,THURS,8
Sherman Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",5440 S. Racine Ave.,Chicago,IL,60609,(312) 747-0477,https://www.chipublib.org/locations/64/,"(41.79476901885989, -87.65502837616037)",48,THURS,8
Vodak-East Side,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",3710 E. 106th St.,Chicago,IL,60617,(312) 747-5500,https://www.chipublib.org/locations/71/,"(41.70283443594318, -87.61428978448026)",48,FRI,8
Albany Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3401 W. Foster Ave.,Chicago,IL,60625,(773) 539-5450,https://www.chipublib.org/locations/3/,"(41.97557881655979, -87.71361314512697)",48,FRI,8
Avalon,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",8148 S. Stony Island Ave.,Chicago,IL,60617,(312) 747-5234,https://www.chipublib.org/locations/8/,"(41.746393038286826, -87.5860053710736)",48,FRI,8
Brainerd,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1350 W. 89th St.,Chicago,IL,60620,(312) 747-6291,https://www.chipublib.org/locations/13/,"(41.73244482025524, -87.65772892721816)",48,FRI,8
Popular Library at Water Works,"Mon. - Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",163 E. Pearson St.,Chicago,IL,60611,(312) 742-8811,https://www.chipublib.org/locations/73/,"(41.897484072390675, -87.62337776811282)",32,FRI,8
Little Italy,"Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1336 W. Taylor St.,Chicago,IL,60607,(312) 746-5656,https://www.chipublib.org/locations/62/,"(41.86946341218242, -87.66072612668584)",32,FRI,8
Edgebrook,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",5331 W. Devon Ave.,Chicago,IL,60646,(312) 744-8313,https://www.chipublib.org/locations/27/,"(41.997213372156295, -87.76211751799003)",48,FRI,8
Kelly,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6151 S. Normal Blvd.,Chicago,IL,60621,(312) 747-8418,https://www.chipublib.org/locations/40/,"(41.78202569697298, -87.63738794358196)",48,FRI,8
Edgewater,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6000 N. Broadway St.,Chicago,IL,60660,(312) 742-1945,https://www.chipublib.org/locations/28/,"(41.99095923823291, -87.660442745415)",48,FRI,8
North Austin,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",5724 W. North Ave.,Chicago,IL,60639,(312) 746-4233,https://www.chipublib.org/locations/54/,"(41.909444834238485, -87.76898326931509)",48,FRI,8
Canaryville,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",642 W. 43rd St.,Chicago,IL,60609,(312) 747-0644,https://www.chipublib.org/locations/17/,"(41.81634394084193, -87.64256827550598)",48,FRI,8
"Daley, Richard J.","Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3400 S. Halsted St.,Chicago,IL,60608,(312) 747-8990,https://www.chipublib.org/locations/23/,"(41.8327976771251, -87.64629980794813)",48,FRI,8
Manning,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",6 S. Hoyne Ave.,Chicago,IL,60612,(312) 746-6800,https://www.chipublib.org/locations/48/,"(41.88108555559726, -87.67923504553734)",48,FRI,8
Portage-Cragin,"Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5; Sun., 1-5",5108 W. Belmont Ave.,Chicago,IL,60641,(312) 744-0152,https://www.chipublib.org/locations/58/,"(41.93883597361448, -87.75467117455794)",32,FRI,8
"Whitney M. Young, Jr.","Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",415 East 79th St.,Chicago,IL,60619,(312) 747-0039,https://www.chipublib.org/locations/80/,"(41.7510184591363, -87.61495065361933)",48,FRI,8
Greater Grand Crossing,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1000 E. 73rd St.,Chicago,IL,60619,(312) 745-1608,https://www.chipublib.org/locations/32/,"(41.76239541819689, -87.60051216643727)",48,FRI,8
Scottsdale,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4101 W. 79th St.,Chicago,IL,60652,(312) 747-0193,https://www.chipublib.org/locations/63/,"(41.74928543110801, -87.72440869132882)",48,FRI,8
Altgeld,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",955 E. 131st Street,Chicago,IL,60827,(312) 747-3270,https://www.chipublib.org/locations/4/,"(41.65719847558056, -87.59883829075173)",48,FRI,8
West Lawn,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",4020 W. 63rd St.,Chicago,IL,60636,(312) 747-7381,https://www.chipublib.org/locations/77/,"(41.77875389246921, -87.72374295317714)",48,FRI,8
Back of the Yards,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2111 W. 47th St.,Chicago,IL,60609,(312) 747-9595,https://www.chipublib.org/locations/9/,"(41.808384423666354, -87.67756963874196)",48,FRI,8
Rogers Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",6907 N. Clark St.,Chicago,IL,60626,(312) 744-0156,https://www.chipublib.org/locations/61/,"(42.00682227244734, -87.67330813329413)",48,FRI,8
Garfield Ridge,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6348 S. Archer Ave.,Chicago,IL,60638,(312) 747-6094,https://www.chipublib.org/locations/31/,"(41.792915800399726, -87.78013459023622)",48,FRI,8
King,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3436 S. King Dr.,Chicago,IL,60616,(312) 747-7543,https://www.chipublib.org/locations/41/,"(41.83175130060517, -87.61747228078738)",48,FRI,8
Walker,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",11071 S. Hoyne Ave.,Chicago,IL,60643,(312) 747-1920,https://www.chipublib.org/locations/72/,"(41.69198346617567, -87.6739093032301)",48,FRI,8
"Daley, Richard M.","Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",733 N. Kedzie Ave.,Chicago,IL,60612,(312) 743-0555,https://www.chipublib.org/locations/24/,"(41.894726658545295, -87.7063841773407)",48,FRI,8
Humboldt Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1605 N. Troy St.,Chicago,IL,60647,(312) 744-2244,https://www.chipublib.org/locations/36/,"(41.910332307504966, -87.70551941016132)",48,FRI,8
Sulzer Regional Library,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",4455 N. Lincoln Ave.,Chicago,IL,60625,(312) 744-7616,https://www.chipublib.org/locations/67/,"(41.962966859427524, -87.68469465366664)",38,FRI,8
Blackstone,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",4904 S. Lake Park Ave.,Chicago,IL,60615,(312) 747-0511,https://www.chipublib.org/locations/12/,"(41.80549277198318, -87.58923748614112)",48,FRI,8
North Pulaski,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4300 W. North Ave.,Chicago,IL,60639,(312) 744-9573,https://www.chipublib.org/locations/55/,"(41.90989766464456, -87.73376822625004)",48,FRI,8
West Town,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1625 W. Chicago Ave.,Chicago,IL,60622,(312) 743-0450,https://www.chipublib.org/locations/79/,"(41.89594730478282, -87.66829305460979)",48,FRI,8
Budlong Woods,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",5630 N. Lincoln Ave.,Chicago,IL,60659,(312) 742-9590,https://www.chipublib.org/locations/16/,"(41.98369797603738, -87.69631576617253)",48,FRI,8
Lincoln Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1150 W. Fullerton Ave.,Chicago,IL,60614,(312) 744-1926,https://www.chipublib.org/locations/44/,"(41.92540663614013, -87.65806218385674)",48,FRI,8
West Englewood,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1745 W. 63rd St.,Chicago,IL,60651,(312) 747-3481,https://www.chipublib.org/locations/76/,"(41.77928203936906, -87.66843344429459)",48,FRI,8
Archer Heights,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5, Sun., 1-5",5055 S. Archer Ave.,Chicago,IL,60632,(312) 747-9241,https://www.chipublib.org/locations/5/,"(41.80110836194246, -87.72648385568911)",32,FRI,0
Hegewisch,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3048 E. 130th St.,Chicago,IL,60633,(312) 747-0046,https://www.chipublib.org/locations/35/,"(41.65927659861025, -87.54881978393514)",48,FRI,8
Independence,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4024 N. Elston Ave.,Chicago,IL,60618,(312) 744-0900,https://www.chipublib.org/locations/37/,"(41.95413885986087, -87.7200155607629)",48,FRI,8
Lozano,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1805 S. Loomis St.,Chicago,IL,60608,(312) 746-4329,https://www.chipublib.org/locations/47/,"(41.857601233304614, -87.66116376475367)",48,FRI,8
South Shore,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2505 E. 73rd St.,Chicago,IL,60649,(312) 747-5281,https://www.chipublib.org/locations/66/,"(41.76254141905116, -87.56387694448408)",48,FRI,8
Chinatown,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",2100 S. Wentworth Ave.,Chicago,IL,60616,(312) 747-8013,https://www.chipublib.org/locations/20/,"(41.85412074173438, -87.63195792246246)",48,FRI,8
Douglass,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3353 W. 13th St.,Chicago,IL,60623,(312) 747-3725,https://www.chipublib.org/locations/25/,"(41.86441239309047, -87.71017465670012)",48,FRI,8
Logan Square,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3030 W. Fullerton Ave.,Chicago,IL,60647,(312) 744-5295,https://www.chipublib.org/locations/46/,"(41.924860376546214, -87.7035190503226)",48,FRI,8
Roden,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6083 N. Northwest Hwy.,Chicago,IL,60631,(312) 744-1478,https://www.chipublib.org/locations/60/,"(41.99199760467718, -87.79820642998901)",48,FRI,8
Galewood-Mont Clare,Temporarily closed.,6871 W. Belden Ave.,Chicago,IL,60707,(312) 746-0165,https://www.chipublib.org/locations/30/,"(41.9210332601157, -87.79791005523576)",0,FRI,0
West Belmont,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",3104 N. Narragansett Ave.,Chicago,IL,60611,(312) 746-5142,https://www.chipublib.org/locations/74/,"(41.9366521886413, -87.78602401236114)",48,FRI,8
Bucktown-Wicker Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1701 N. Milwaukee Ave.,Chicago,IL,60647,(312) 744-6022,https://www.chipublib.org/locations/15/,"(41.91235487836141, -87.68029967133904)",48,FRI,8
Northtown,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6800 N. Western Ave.,Chicago,IL,60645,(312) 744-2292,https://www.chipublib.org/locations/56/,"(42.00507612272344, -87.69021903022175)",48,FRI,8
Merlo,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",644 W. Belmont Ave.,Chicago,IL,60657,(312) 744-1139,https://www.chipublib.org/locations/51/,"(41.940131637508564, -87.64602857926714)",48,FRI,8
West Pullman,"Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5; Sun., 1-5",830 W. 119th St.,Chicago,IL,60643,(312) 747-1425,https://www.chipublib.org/locations/78/,"(41.67790647382097, -87.6431683153105)",32,FRI,8
Beverly,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1962 W. 95th St.,Chicago,IL,60643,(312) 747-9673,https://www.chipublib.org/locations/10/,"(41.72118978926962, -87.67214620967468)",48,FRI,8
Legler Regional,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",115 S. Pulaski Rd.,Chicago,IL,60624,(312) 746-7730,https://www.chipublib.org/locations/42/,"(41.87934542742433, -87.72547641315548)",38,FRI,8
Thurgood Marshall,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",7506 S. Racine Ave.,Chicago,IL,60620,(312) 747-5927,https://www.chipublib.org/locations/68/,"(41.757343880012456, -87.6540643783153)",48,FRI,8
Austin,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5, Sun., 1-5",5615 W. Race Ave.,Chicago,IL,60644,(312) 746-5038,https://www.chipublib.org/locations/6/,"(41.88917312206642, -87.7658203582574)",32,FRI,0
Wrightwood-Ashburn,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",8530 S. Kedzie Ave.,Chicago,IL,60652,(312) 747-2696,https://www.chipublib.org/locations/82/,"(41.73795704970435, -87.70221598421591)",48,FRI,8
Jefferson Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",5363 W. Lawrence Ave.,Chicago,IL,60630,(312) 744-1998,https://www.chipublib.org/locations/38/,"(41.96750826032374, -87.76176748220928)",48,FRI,8
McKinley Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1915 W. 35th St.,Chicago,IL,60609,(312) 747-6082,https://www.chipublib.org/locations/50/,"(41.83030074817219, -87.67349098124289)",48,FRI,8
South Chicago,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",9055 S. Houston Ave.,Chicago,IL,60617,(312) 747-8065,https://www.chipublib.org/locations/65/,"(41.73029771500594, -87.54972658730712)",48,FRI,8
Clearing,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",6423 W. 63rd Pl.,Chicago,IL,60638,(312) 747-5657,https://www.chipublib.org/locations/21/,"(41.776652677565934, -87.78218757614671)",48,FRI,8
Mount Greenwood,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",11010 S. Kedzie Ave.,Chicago,IL,60655,(312) 747-2805,https://www.chipublib.org/locations/52/,"(41.693015814018004, -87.70102477600602)",48,FRI,8
Toman,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",2708 S. Pulaski Rd.,Chicago,IL,60623,(312) 745-1660,https://www.chipublib.org/locations/69/,"(41.842086096760674, -87.72463965526215)",48,FRI,8
Chicago Lawn,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",6120 S. Kedzie Ave.,Chicago,IL,60629,(312) 747-0639,https://www.chipublib.org/locations/19/,"(41.7819767986214, -87.7033680880769)",48,FRI,8
Harold Washtington Library Center,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",400 S. State St.,Chicago,IL,60605,(312) 747-4300,https://www.chipublib.org/locations/34/,"(41.87686252958797, -87.62779697013237)",38,FRI,8
Brighton Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4314 S. Archer Ave.,Chicago,IL,60632,(312) 747-0666,https://www.chipublib.org/locations/14/,"(41.81516027827089, -87.70273371160454)",48,FRI,8
West Chicago Avenue,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4856 W. Chicago Ave.,Chicago,IL,60634,(312) 743-0260,https://www.chipublib.org/locations/75/,"(41.8950961032908, -87.74806072822989)",48,FRI,8
Little Village,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2311 S. Kedzie Ave.,Chicago,IL,60623,(312) 745-1862,https://www.chipublib.org/locations/45/,"(41.84959155873184, -87.70504118331108)",48,FRI,8
Lincoln Belmont,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",1659 W. Melrose St.,Chicago,IL,60657,(312) 744-0166,https://www.chipublib.org/locations/43/,"(41.94046531149621, -87.67102536129381)",48,FRI,8
Gage Park,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2807 W. 55th St.,Chicago,IL,60632,(312) 747-0032,https://www.chipublib.org/locations/29/,"(41.79357525220078, -87.69413004003073)",48,FRI,8
Oriole Park,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",7454 W. Balmoral Ave.,Chicago,IL,60656,(312) 744-1965,https://www.chipublib.org/locations/57/,"(41.978098111742476, -87.81420029973704)",48,FRI,8
Dunning,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",7455 W. Cornelia Ave.,Chicago,IL,60634,(312) 743-0480,https://www.chipublib.org/locations/26/,"(41.94319949471892, -87.81395164414246)",48,FRI,8
Bezazian,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",1226 W. Ainslie St.,Chicago,IL,60640,(312) 744-0019,https://www.chipublib.org/locations/11/,"(41.97155143669217, -87.66095347964183)",48,FRI,8
West Loop,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",122 N. Aberdeen St.,Chicago,IL,60607,(312) 744-2995,https://www.chipublib.org/locations/88/,"(41.8837105009142, -87.6545650515331)",48,FRI,8
Pullman,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",11001 S. Indiana Ave.,Chicago,IL,60628,(312) 747-2033,https://www.chipublib.org/locations/59/,"(41.69436481773882, -87.6181414059763)",48,FRI,8
Jeffery Manor,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",2401 E. 100th St.,Chicago,IL,60617,(312) 747-6479,https://www.chipublib.org/locations/39/,"(41.71340053892868, -87.56573413765888)",48,FRI,8
Hall,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",4801 S. Michigan Ave.,Chicago,IL,60615,(312) 747-2541,https://www.chipublib.org/locations/33/,"(41.807377846345496, -87.62263720177272)",48,FRI,8
Near North,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",310 W. Division St.,Chicago,IL,60610,(312) 744-0991,https://www.chipublib.org/locations/53/,"(41.90393142178499, -87.63660775555267)",48,FRI,8
Coleman,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",731 E. 63rd St.,Chicago,IL,60637,(312) 747-7760,https://www.chipublib.org/locations/22/,"(41.78028267185317, -87.60712228979007)",48,FRI,8
Austin-Irving,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",6100 W. Irving Park Rd.,Chicago,IL,60634,(312) 744-6222,https://www.chipublib.org/locations/7/,"(41.95312267684315, -87.77928489355646)",48,FRI,8
Woodson Regional Library,"Mon. - Thurs., 9-8; Fri. & Sat., 9-5; Sun., 1-5",9525 S. Halsted St.,Chicago,IL,60628,(312) 747-6900,https://www.chipublib.org/locations/81/,"(41.720694885749005, -87.64304817213312)",38,FRI,8
Mayfair,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",4400 W. Lawrence Ave.,Chicago,IL,60630,(312) 744-1254,https://www.chipublib.org/locations/49/,"(41.968242773953044, -87.737968778247)",48,FRI,8
Chicago Bee,"Mon. & Wed., Noon-8; Tues. & Thurs., 10-6; Fri. & Sat., 9-5; Sun., 1-5",3647 S. State St.,Chicago,IL,60609,(312) 747-6872,https://www.chipublib.org/locations/18/,"(41.82824306445502, -87.6263495444489)",48,FRI,8
Uptown,"Mon. & Wed., 10-6; Tues. & Thurs., Noon-8; Fri. & Sat., 9-5; Sun., 1-5",929 W. Buena Ave.,Chicago,IL,60613,(312) 744-8400,https://www.chipublib.org/locations/70/,"(41.95832305807637, -87.65424744448335)",48,FRI,8
